1	3	181
2	3	183
3	2	92
4	3	93
5	3	96
6	3	92
7	3	92
8	3	92
9	3	92
10	3	92
11	3	92
12	3	93
13	4	93
14	3	93
15	3	93
16	3	94
17	3	94
18	3	95
19	3	95
20	3	98
21	3	102
22	3	100
23	3	96
24	3	94
25	3	92
26	3	93
27	3	96
28	3	93
29	3	93
30	3	96
31	3	98
32	3	96
33	3	94
34	3	94
35	3	96
36	3	96
37	3	95
38	3	93
39	3	95
40	3	92
41	3	91
42	3	91
43	3	91
44	3	92
45	3	91
46	3	92
47	3	90
48	3	93
49	3	91
50	3	91
51	3	90
52	3	93
53	3	91
54	3	95
55	3	93
56	3	96
57	3	94
58	3	99
59	3	98
60	3	97
61	3	97
62	3	100
63	3	98
64	3	96
65	3	101
66	3	99
67	3	101
68	3	101
69	3	103
70	3	106
71	3	109
72	3	112
73	3	109
74	3	112
75	3	115
76	3	111
77	3	114
78	3	116
79	3	119
80	3	122
81	3	125
82	3	130
83	3	131
84	3	131
85	3	132
86	3	133
87	3	134
88	3	134
89	3	135
90	3	136
91	3	136
92	3	137
93	3	138
94	3	138
95	3	138
96	3	138
97	3	138
98	3	138
99	3	139
100	3	139
101	3	139
102	3	140
103	3	140
104	3	140
105	3	140
106	3	140
107	3	140
108	3	139
109	3	139
110	3	139
111	3	139
112	3	140
113	3	140
114	3	140
115	3	140
116	3	141
117	3	141
118	3	141
119	3	141
120	3	141
121	3	141
122	3	140
123	3	139
124	3	143
125	3	143
126	3	143
127	3	143
128	3	143
129	3	143
130	3	141
131	3	139
132	3	139
133	3	139
134	3	139
135	3	139
136	3	139
137	3	139
138	3	139
139	3	138
140	3	138
141	3	138
142	3	137
143	3	135
144	3	137
145	3	136
146	3	136
147	3	135
148	3	135
149	3	133
150	3	135
151	3	135
152	3	134
153	3	134
154	3	134
155	3	132
156	3	130
157	3	129
158	3	127
159	3	125
160	3	123
161	3	121
162	3	125
163	3	125
164	3	125
165	3	123
166	3	121
167	3	119
168	3	122
169	3	122
170	3	121
171	3	119
172	3	118
173	3	117
174	3	115
175	3	114
176	3	114
177	3	113
178	3	112
179	3	111
180	3	110
181	3	110
182	3	109
183	3	106
184	3	109
185	3	113
186	3	113
187	3	118
188	3	117
189	3	122
190	3	120
191	3	117
192	3	115
193	3	114
194	3	117
195	3	116
196	3	114
197	3	112
198	3	114
199	3	114
200	3	116
201	3	114
202	3	112
203	3	117
204	3	113
205	3	117
206	3	115
207	3	118
208	3	121
209	3	118
210	3	120
211	3	123
212	3	121
213	3	119
214	3	119
215	3	117
216	3	115
217	3	111
218	3	114
219	3	110
220	3	115
221	3	111
222	3	109
223	3	107
224	3	111
225	3	111
226	3	109
227	3	109
228	3	112
229	3	110
230	3	111
231	3	109
232	3	107
233	3	105
234	3	108
235	3	110
236	3	110
237	3	109
238	3	110
239	3	108
240	3	112
241	3	115
242	3	113
243	2	111
244	0	109
245	0	109
246	2	108
247	2	107
248	2	106
249	2	105
250	2	109
251	2	108
252	3	108
253	3	104
254	3	103
255	3	103
256	3	106
257	3	109
258	3	114
259	3	113
260	3	113
261	3	111
262	3	114
263	3	112
264	3	115
265	3	117
266	3	115
267	3	117
268	3	115
269	3	113
270	3	116
271	3	114
272	3	112
273	3	116
274	3	120
275	3	118
276	3	120
277	3	121
278	3	120
279	3	120
280	3	121
281	3	122
282	3	123
283	3	119
284	3	118
285	3	120
286	3	118
287	3	116
288	3	117
289	3	115
290	3	117
291	3	118
292	3	121
293	3	119
294	3	117
295	3	120
296	3	118
297	3	117
298	3	120
299	3	123
300	3	119
301	3	122
302	3	127
303	3	128
304	3	129
305	3	129
306	3	127
307	3	125
308	3	123
309	3	121
310	3	119
311	3	117
312	3	115
313	3	116
314	3	121
315	3	119
316	3	117
317	3	115
318	3	116
319	3	119
320	3	116
321	3	114
322	3	116
323	3	114
324	3	117
325	3	115
326	3	116
327	3	119
328	3	116
329	3	114
330	3	110
331	3	106
332	3	109
333	3	111
334	3	109
335	3	113
336	3	112
337	3	110
338	3	113
339	3	111
340	3	114
341	3	112
342	3	110
343	3	113
344	3	118
345	3	116
346	3	112
347	3	115
348	3	113
349	3	116
350	3	114
351	3	112
352	3	110
353	3	108
354	3	106
355	3	104
356	3	103
357	3	108
358	3	106
359	3	111
360	3	109
361	3	107
362	3	105
363	3	109
364	3	112
365	3	108
366	3	112
367	3	115
368	3	112
369	3	112
370	3	108
371	3	112
372	3	109
373	3	107
374	3	109
375	3	105
376	3	109
377	3	113
378	3	110
379	3	106
380	3	106
381	3	109
382	3	114
383	3	111
384	3	116
385	3	112
386	3	116
387	3	117
388	3	116
389	3	116
390	3	117
391	3	117
392	3	119
393	3	124
394	3	122
395	3	121
396	3	125
397	3	123
398	3	121
399	3	124
400	3	125
401	3	123
402	3	126
403	3	128
404	3	126
405	3	124
406	3	122
407	3	125
408	3	123
409	3	126
410	3	129
411	3	132
412	3	130
413	3	128
414	3	126
415	3	126
416	3	126
417	3	124
418	3	127
419	3	125
420	3	123
421	3	126
422	3	126
423	3	124
424	3	122
425	3	120
426	3	124
427	3	122
428	3	120
429	3	118
430	3	118
431	3	114
432	3	119
